令和６（２０２４）年　社会医療診療行為別統計　令和６年８月審査分,,,,,,,,,,
診療行為の状況　医科診療　第１８表　医科診療　回数・点数，診療行為（細分類）、入院－入院外別,,,,,,,,,,
注：１）表側欄内の数字は固定点数である。,,,,,,,,,,
注：２）＊がついている診療行為の回数は再掲である。,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,
注：４）総数には、入院時食事・生活療養を含まない。,,,,,,,,,,
注：５）「結核病棟特別入院基本料」には、特定機能病院の特別入院基本料を含む。,,,,,,,,,,
注：６）「薬剤料（診療識別80）」は、リハビリテーション及び精神科専門療法の薬剤料である。,,,,,,,,,,
注：７）「特定保険医療材料料（診療識別80）　酸素料」は、精神科専門療法の酸素料である。,,,,,,,,,,
注：８）「特定保険医療材料料（診療識別80）　酸素料以外」は、精神科専門療法及び放射線治療の特定保険医療材料料である。,,,,,,,,,,
注：９）「造血幹細胞移植　提供者の療養上の費用」には、骨髄移植及び末梢血管細胞移植における提供者の療養上の費用を含む。,,,,,,,,,,
,,,,,総数,総数,入院,入院,入院外,入院外
,,,,,回数,点数,回数,点数,回数,点数
診療行為１,診療行為２,診療行為３,固定点数,再掲,回,点,回,点,回,点
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,トロンボモジュリン,204 ,,64 ,13056 ,14 ,2856 ,50 ,10200 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,フィブリンモノマー複合体,215 ,,2384 ,512560 ,272 ,58480 ,2112 ,454080 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,凝固因子 （第Ⅱ因子，第Ⅴ因子，第Ⅶ因子，第Ⅷ因子，第Ⅸ因子，第Ⅹ因子，第ⅩⅠ因子，第ⅩⅡ因子，第ⅩⅢ因子）,223 ,,2920 ,651160 ,125 ,27875 ,2795 ,623285 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,プロテインＣ抗原,226 ,,61 ,13786 ,7 ,1582 ,54 ,12204 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,プロテインＣ活性,227 ,,869 ,197263 ,133 ,30191 ,736 ,167072 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,ｔＰＡ・ＰＡＩ－１複合体,240 ,,47 ,11280 ,30 ,7200 ,17 ,4080 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,ＡＤＡＭＴＳ１３活性,400 ,,312 ,124800 ,53 ,21200 ,259 ,103600 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,血小板凝集能　鑑別診断の補助に用いるもの,450 ,,14 ,6300 ,-,-,14 ,6300 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,血小板凝集能　その他のもの,50 ,,4548 ,227400 ,431 ,21550 ,4117 ,205850 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,ＡＤＡＭＴＳ１３インヒビター,1000 ,,201 ,201000 ,44 ,44000 ,157 ,157000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,出血・凝固検査　３項目又は４項目,530 ,,4071 ,2157630 ,291 ,154230 ,3780 ,2003400 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計－出血・凝固検査,出血・凝固検査　５項目以上,722 ,,981 ,708282 ,62 ,44764 ,919 ,663518 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,造血器腫瘍遺伝子検査,2100 ,,2875 ,6037500 ,93 ,195300 ,2782 ,5842200 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＣＲ－ＡＢＬ１　Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１　ｍＲＮＡ定量（国際標準値）　診断の補助に用いるもの,2520 ,,472 ,1189440 ,10 ,25200 ,462 ,1164240 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＣＲ－ＡＢＬ１　Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１　ｍＲＮＡ定量（国際標準値）　モニタリングに用いるもの,2520 ,,9637 ,24285240 ,32 ,80640 ,9605 ,24204600 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＣＲ－ＡＢＬ１　Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１　ｍＲＮＡ定量　診断の補助に用いるもの,2520 ,,12 ,30240 ,1 ,2520 ,11 ,27720 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＣＲ－ＡＢＬ１　Ｍａｊｏｒ　ＢＣＲ－ＡＢＬ１　ｍＲＮＡ定量　モニタリングに用いるもの,2520 ,,94 ,236880 ,1 ,2520 ,93 ,234360 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＣＲ－ＡＢＬ１　ｍｉｎｏｒ　ＢＣＲ－ＡＢＬ　ｍＲＮＡ　診断の補助に用いるもの,2520 ,,87 ,219240 ,3 ,7560 ,84 ,211680 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＣＲ－ＡＢＬ１　ｍｉｎｏｒ　ＢＣＲ－ＡＢＬ　ｍＲＮＡ　モニタリングに用いるもの,2520 ,,249 ,627480 ,9 ,22680 ,240 ,604800 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝学的検査　処理が容易なもの,3880 ,,668 ,2591840 ,11 ,42680 ,657 ,2549160 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝学的検査　処理が容易なもの　複数の遺伝子疾患,5820 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝学的検査　処理が複雑なもの,5000 ,,376 ,1880000 ,8 ,40000 ,368 ,1840000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝学的検査　処理が複雑なもの　複数の遺伝子疾患,7500 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝学的検査　処理が極めて複雑なもの,8000 ,,451 ,3608000 ,6 ,48000 ,445 ,3560000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝学的検査　処理が極めて複雑なもの　複数の遺伝子疾患,12000 ,,5 ,60000 ,-,-,5 ,60000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,染色体検査（全ての費用を含む）　ＦＩＳＨ法を用いた場合,2477 ,,2875 ,7121375 ,221 ,547417 ,2654 ,6573958 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,染色体検査（全ての費用を含む）　流産検体を用いた絨毛染色体検査を行った場合,4603 ,,203 ,934409 ,54 ,248562 ,149 ,685847 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,染色体検査（全ての費用を含む）　その他の場合,2477 ,,9459 ,23429943 ,791 ,1959307 ,8668 ,21470636 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,染色体検査　分染法　加算,397 ,*,9444 ,3749268 ,821 ,325937 ,8623 ,3423331 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,免疫関連遺伝子再構成,2373 ,,841 ,1995693 ,64 ,151872 ,777 ,1843821 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＵＤＰグルクロン酸転移酵素遺伝子多型,2004 ,,2380 ,4769520 ,77 ,154308 ,2303 ,4615212 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,サイトケラチン１９（ＫＲＴ１９）ｍＲＮＡ検出,2400 ,,198 ,475200 ,178 ,427200 ,20 ,48000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＷＴ１　ｍＲＮＡ,2520 ,,13378 ,33712560 ,604 ,1522080 ,12774 ,32190480 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＣＣＲ４タンパク（フローサイトメトリー法）,10000 ,,20 ,200000 ,2 ,20000 ,18 ,180000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＦＩＰ１Ｌ１－ＰＤＧＦＲα融合遺伝子検査,3105 ,,42 ,130410 ,2 ,6210 ,40 ,124200 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＥＧＦＲ遺伝子検査（血漿）,2100 ,,80 ,168000 ,3 ,6300 ,77 ,161700 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＥＧＦＲ遺伝子検査（血漿）　２回目以降,1890 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,骨髄微小残存病変量測定　遺伝子再構成の同定に用いるもの,3395 ,,9 ,30555 ,2 ,6790 ,7 ,23765 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,骨髄微小残存病変量測定　モニタリングに用いるもの,2100 ,,10 ,21000 ,5 ,10500 ,5 ,10500 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＦＬＴ３遺伝子検査,4200 ,,137 ,575400 ,35 ,147000 ,102 ,428400 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,膀胱がん関連遺伝子検査,1597 ,,3 ,4791 ,-,-,3 ,4791 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＪＡＫ２遺伝子検査,2504 ,,1150 ,2879600 ,14 ,35056 ,1136 ,2844544 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,Ｎｕｄｉｘ　ｈｙｄｒｏｌａｓｅ　１５（ＮＵＤＴ１５）遺伝子多型,2100 ,,1767 ,3710700 ,124 ,260400 ,1643 ,3450300 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＲＣＡ１／２遺伝子検査　腫瘍細胞を検体とするもの,20200 ,,24 ,484800 ,-,-,24 ,484800 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＲＣＡ１／２遺伝子検査　血液を検体とするもの,20200 ,,3209 ,64821800 ,90 ,1818000 ,3119 ,63003800 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,がんゲノムプロファイリング検査,44000 ,,1818 ,79992000 ,3 ,132000 ,1815 ,79860000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,がんゲノムプロファイリング検査　血液　,44000 ,,364 ,16016000 ,-,-,364 ,16016000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍組織検査減算　処理が容易なもの　医薬品の適応判定の補助等に用いるもの,(2500),*,6 ,(15000),-,-,6 ,(15000)
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍組織検査減算　処理が容易なもの　２項目,(4000),*,5 ,(20000),-,-,5 ,(20000)
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍組織検査減算　処理が容易なもの　３項目,(6000),*,4 ,(24000),-,-,4 ,(24000)
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍組織検査減算　処理が容易なもの　４項目以上,(8000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍組織検査減算　処理が複雑なもの,(5000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍組織検査減算　処理が複雑なもの　２項目,(8000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍組織検査減算　処理が複雑なもの　３項目以上,(12000),*,2 ,(24000),-,-,2 ,(24000)
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＥＧＦＲ遺伝子検査減算（血漿）　,(2100),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＥＧＦＲ遺伝子検査減算（血漿）　検査逓減　,(1890),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＲＣＡ１／２遺伝子検査減算　腫瘍細胞を検体とするもの,(20200),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＢＲＣＡ１／２遺伝子検査減算　血液を検体とするもの,(20200),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）減算（ＲＯＳ１、ＡＬＫ、ＲＡＳ、ＢＲＡＦ、ＨＥＲ２（大腸癌）又はマイクロサテライト）,(2500),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）減算（ＲＯＳ１、ＡＬＫ、ＥＧＦＲ、ＲＡＳ、ＢＲＡＦ、ＨＥＲ２及びマイクロサテライト）　２項目,(4000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）減算（ＲＯＳ１、ＡＬＫ、ＥＧＦＲ、ＲＡＳ、ＢＲＡＦ、ＨＥＲ２及びマイクロサテライト）　３項目,(6000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）減算（ＲＯＳ１、ＡＬＫ、ＥＧＦＲ、ＲＡＳ、ＢＲＡＦ、ＨＥＲ２及びマイクロサテライト）　４項目以上,(8000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）減算（ＭＥＴｅｘ１４遺伝子検査、ＮＴＲＫ融合遺伝子検査又はＨＥＲ２遺伝子検査（肺癌））,(5000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）減算（ＭＥＴｅｘ１４遺伝子検査、ＮＴＲＫ融合遺伝子検査及びＨＥＲ２遺伝子検査（肺癌））　２項目,(8000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）減算（ＭＥＴｅｘ１４遺伝子検査、ＮＴＲＫ融合遺伝子検査及びＨＥＲ２遺伝子検査（肺癌））　３項目,(12000),*,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,角膜ジストロフィー遺伝子検査,1200 ,,8 ,9600 ,-,-,8 ,9600 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,血液粘弾性検査（一連につき）,600 ,,10 ,6000 ,10 ,6000 ,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＲＡＳ遺伝子検査（血漿）,7500 ,,100 ,750000 ,1 ,7500 ,99 ,742500 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝子相同組換え修復欠損検査,32200 ,,316 ,10175200 ,-,-,316 ,10175200 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,肺癌関連遺伝子多項目同時検査,12500 ,,1197 ,14962500 ,42 ,525000 ,1155 ,14437500 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,ＣＹＰ２Ｃ９遺伝子多型,2037 ,,1 ,2037 ,-,-,1 ,2037 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,染色体構造変異解析,8000 ,,190 ,1520000 ,6 ,48000 ,184 ,1472000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）ＲＯＳ１融合遺伝子検査,2500 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）ＡＬＫ融合遺伝子検査,2500 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）ＭＥＴｅｘ14遺伝子検査,5000 ,,1 ,5000 ,-,-,1 ,5000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）ＮＴＲＫ融合遺伝子検査,5000 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）ＲＡＳ遺伝子検査,2500 ,,4 ,10000 ,-,-,4 ,10000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）ＢＲＡＦ遺伝子検査,2500 ,,1 ,2500 ,-,-,1 ,2500 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）ＨＥＲ２遺伝子検査（大腸癌に係るもの）,2500 ,,8 ,20000 ,1 ,2500 ,7 ,17500 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）ＨＥＲ２遺伝子検査（肺癌に係るもの）,5000 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）マイクロサテライト不安定性検査,2500 ,,8 ,20000 ,-,-,8 ,20000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）（ＲＯＳ１融合遺伝子検査、ＡＬＫ融合遺伝子検査、ＲＡＳ遺伝子検査、ＢＲＡＦ遺伝子検査、ＨＥＲ２遺伝子検査（大腸癌に係るもの）、マイクロサテライト不安定性検査、ＥＧＦＲ遺伝子検査（血漿））２項目,4000 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）（ＲＯＳ１融合遺伝子検査、ＡＬＫ融合遺伝子検査、ＲＡＳ遺伝子検査、ＢＲＡＦ遺伝子検査、ＨＥＲ２遺伝子検査（大腸癌に係るもの）、マイクロサテライト不安定性検査、ＥＧＦＲ遺伝子検査（血漿））３項目,6000 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）（ＲＯＳ１融合遺伝子検査、ＡＬＫ融合遺伝子検査、ＲＡＳ遺伝子検査、ＢＲＡＦ遺伝子検査、ＨＥＲ２遺伝子検査（大腸癌に係るもの）、マイクロサテライト不安定性検査、ＥＧＦＲ遺伝子検査（血漿））４項目以上,8000 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）（ＭＥＴｅｘ14遺伝子検査、ＮＴＲＫ融合遺伝子検査２項目、ＨＥＲ２遺伝子検査（肺癌に係るもの）)　２項目,8000 ,,4 ,32000 ,1 ,8000 ,3 ,24000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,悪性腫瘍遺伝子検査（血液・血漿）（ＭＥＴｅｘ14遺伝子検査、ＮＴＲＫ融合遺伝子検査２項目、ＨＥＲ２遺伝子検査（肺癌に係るもの）)　３項目以上,12000 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,Ｙ染色体微小欠失検査,3770 ,,88 ,331760 ,-,-,88 ,331760 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,乳癌悪性度判定検査,43500 ,,997 ,43369500 ,21 ,913500 ,976 ,42456000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝性網膜ジストロフィ遺伝子検査,20500 ,,8 ,164000 ,-,-,8 ,164000 
検査計,（検体検査料）－（検体検査実施料）－血液学的検査小計,遺伝性網膜ジストロフィ遺伝子検査　連携体制,20500 ,,-,-,-,-,-,-
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計,生化学的検査（Ⅰ）小計,,,22825678 ,1857258115 ,3177852 ,147450948 ,19647826 ,1709807167 
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計－血液化学検査,血液化学検査,,,,,,,,
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計－血液化学検査,総ビリルビン,11 ,,32094 ,353034 ,9852 ,108372 ,22242 ,244662 
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計－血液化学検査,直接ビリルビン又は抱合型ビリルビン,11 ,,5961 ,65571 ,934 ,10274 ,5027 ,55297 
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計－血液化学検査,総蛋白,11 ,,20139 ,221529 ,2763 ,30393 ,17376 ,191136 
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計－血液化学検査,アルブミン（ＢＣＰ改良法・ＢＣＧ法）,11 ,,40933 ,450263 ,3410 ,37510 ,37523 ,412753 
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計－血液化学検査,尿素窒素,11 ,,135353 ,1488883 ,12156 ,133716 ,123197 ,1355167 
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計－血液化学検査,クレアチニン,11 ,,181217 ,1993387 ,13077 ,143847 ,168140 ,1849540 
検査計,（検体検査料）－（検体検査実施料）－生化学的検査（Ⅰ）小計－血液化学検査,尿酸,11 ,,55727 ,612997 ,957 ,10527 ,54770 ,602470 
